"canonical_name","ingredient_type","allergen_codes","certainty","e_number","additive_category_code","concern_level","aliases","explanation_en"
"Indigotine","additive","","","E132","COLOUR","2","indigo carmine|food blue 1|ins 132|ins132|e132","A synthetic dark-blue colour."
"Brilliant blue FCF","additive","","","E133","COLOUR","2","food blue 2|acid blue 9|ins 133|ins133|e133","A bright synthetic blue colour, often blended to make greens."
"Caramel colour","additive","","","E150a","COLOUR","1","plain caramel|caustic caramel|caramel colouring|ins 150a|ins150a|e150a|150a|ins 150 a|150 a|e150(a)|class i caramel|caramel colour class i|plain caramel colour","A brown colour made by heating sugars; the most widely used food colour, e.g. in colas and sauces."
"Sulphite ammonia caramel","additive","SULPHITE","possible","E150d","COLOUR","1","soft-drink caramel|ins 150d|ins150d|e150d|150d|ins 150 d|150 d|e150(d)|class iv caramel|caramel colour class iv|sulfite ammonia caramel|ammonia sulphite process caramel|acid proof caramel","The caramel colour class used in cola drinks; made with ammonium and sulphite compounds."
"Vegetable carbon","additive","","","E153","COLOUR","1","carbo medicinalis vegetalis|activated charcoal|ins 153|ins153|e153","A black colour made from charred plant material."
"Beta-carotene","additive","","","E160a","COLOUR","1","carotenes|mixed carotenes|provitamin a|ins 160a|ins160a|e160a|160a|ins 160 a|160 a|e160(a)|e160a(i)|e160a(ii)|ins 160a(i)|ins 160a(ii)|ins 160ai|ins 160aii|160ai|160aii|carotenes (synthetic)","An orange colour and vitamin-A precursor, naturally present in carrots."
"Annatto","additive","","","E160b","COLOUR","1","bixin|norbixin|achiote|roucou|ins 160b|ins160b|e160b|160b|ins 160 b|160 b|e160(b)|e160b(i)|e160b(ii)|annatto bixin|annatto norbixin|annatto extract","An orange-red colour from the seeds of the achiote tree; a rare allergen."
"Paprika extract","additive","","","E160c","COLOUR","1","paprika oleoresin|capsanthin|ins 160c|ins160c|e160c|160c|ins 160 c|160 c|e160(c)","A red-orange colour from paprika peppers."
"Lutein","additive","","","E161b","COLOUR","1","xanthophyll|ins 161b|ins161b|e161b|161b|ins 161 b|161 b|e161(b)","A yellow-orange carotenoid colour, also marketed for eye health."
"Beetroot red","additive","","","E162","COLOUR","1","betanin|beet red|ins 162|ins162|e162","A red-purple colour extracted from beetroot."
"Anthocyanins","additive","","","E163","COLOUR","1","grape skin extract|blackcurrant extract|ins 163|ins163|e163","Red-purple-blue colours from fruit and vegetable skins."
"Titanium dioxide","additive","","","E171","COLOUR","2","titanium white|ins 171|ins171|e171","A bright white opacifier; banned as a food additive in the EU since 2022, still permitted elsewhere."
"Iron oxides","additive","","","E172","COLOUR","1","iron oxide|iron hydroxide|ins 172|ins172|e172","Red, yellow and black mineral colours."
"Sorbic acid","additive","","","E200","PRESERVATIVE","1","ins 200|ins200|e200","A preservative against mould and yeast, often used with its potassium salt."
"Benzoic acid","additive","","","E210","PRESERVATIVE","2","ins 210|ins210|e210","A preservative for acidic foods and drinks; can trigger reactions in aspirin-sensitive people."
"Sodium nitrate","additive","","","E251","PRESERVATIVE","3","saltpetre|chile saltpeter|ins 251|ins251|e251","A curing salt for meats that slowly converts to nitrite; intake is regulated."
"Potassium nitrate","additive","","","E252","PRESERVATIVE","3","saltpeter|ins 252|ins252|e252","A curing salt used in some traditional cured meats and cheeses; intake is regulated."
"Potassium nitrite","additive","","","E249","PRESERVATIVE","3","ins 249|ins249|e249","A curing agent and preservative for meats; used like sodium nitrite and regulated."
"Natamycin","additive","","","E235","PRESERVATIVE","1","pimaricin|ins 235|ins235|e235","An anti-mould agent applied to the surface of hard cheese and cured sausage."
"Propionic acid","additive","","","E280","PRESERVATIVE","1","ins 280|ins280|e280","A preservative against mould and 'rope' bacteria in bread."
"Sodium propionate","additive","","","E281","PRESERVATIVE","1","ins 281|ins281|e281","A preservative used in bread and baked goods to stop mould."
"Nisin","additive","MILK","possible","E234","PRESERVATIVE","1","ins 234|ins234|e234","A natural antibacterial peptide produced by dairy bacteria; used in processed cheese and canned foods."
"Sodium ascorbate","additive","","","E301","ANTIOXIDANT","1","ins 301|ins301|e301","The sodium salt of vitamin C, used to preserve colour in cured meats and prevent oxidation."
"Ascorbyl palmitate","additive","","","E304","ANTIOXIDANT","1","ins 304|ins304|e304","A fat-soluble form of vitamin C used to protect oils and fats from going rancid."
"Tocopherols","additive","SOY","possible","E306","ANTIOXIDANT","1","mixed tocopherols|natural vitamin e|ins 306|ins306|e306","Vitamin-E antioxidants that protect oils from rancidity; frequently sourced from soybean oil."
"Alpha-tocopherol","additive","","","E307","ANTIOXIDANT","1","synthetic vitamin e|ins 307|ins307|e307","A single-form vitamin-E antioxidant."
"Propyl gallate","additive","","","E310","ANTIOXIDANT","2","ins 310|ins310|e310","A synthetic antioxidant for oils, fats and chewing-gum base."
"BHA","additive","","","E320","ANTIOXIDANT","2","butylated hydroxyanisole|ins 320|ins320|e320","A synthetic antioxidant for fats and oils; use levels are restricted."
"BHT","additive","","","E321","ANTIOXIDANT","2","butylated hydroxytoluene|ins 321|ins321|e321","A synthetic antioxidant for fats, cereals and packaging; use levels are restricted."
"TBHQ","additive","","","E319","ANTIOXIDANT","2","tertiary butylhydroquinone|ins 319|ins319|e319","A synthetic antioxidant that keeps frying oils and fatty snacks from going rancid."
"Lecithin","allergen_source","SOY","probable","E322","EMULSIFIER","1","soy lecithin|soya lecithin|sunflower lecithin|lecithins|ins 322|ins322|e322|e322(i)|ins 322(i)|lecithin (soya)","An emulsifier that keeps oil and water mixed; usually from soybeans, sometimes sunflower or egg."
"Mono- and diglycerides of fatty acids","additive","","","E471","EMULSIFIER","1","monoglycerides|diglycerides|mono and diglycerides|glyceryl monostearate|ins 471|ins471|e471|e471(i)|gms|glycerol monostearate|glycerin fatty acid esters|glycerol esters of fatty acids","Fat-based emulsifiers used in bread, margarine and ice cream; can be plant- or animal-derived."
"DATEM","additive","","","E472e","EMULSIFIER","1","diacetyl tartaric acid esters of mono- and diglycerides|ins 472e|ins472e|e472e|472e|ins 472 e|472 e|e472(e)","A dough-strengthening emulsifier common in packaged bread."
"Sucrose esters of fatty acids","additive","","","E473","EMULSIFIER","1","sucrose esters|sugar esters|ins 473|ins473|e473","Emulsifiers made from sugar and fatty acids."
"Polyglycerol esters of fatty acids","additive","","","E475","EMULSIFIER","1","pge|ins 475|ins475|e475","Emulsifiers used in cakes and whipped toppings."
"PGPR","additive","","","E476","EMULSIFIER","1","polyglycerol polyricinoleate|ins 476|ins476|e476","An emulsifier that thins melted chocolate, often used with or instead of lecithin."
"Sodium stearoyl lactylate","additive","","","E481","EMULSIFIER","1","ssl|ins 481|ins481|e481","A dough conditioner and emulsifier in bread and crackers."
"Polysorbate 80","additive","","","E433","EMULSIFIER","1","tween 80|polyoxyethylene sorbitan monooleate|ins 433|ins433|e433","An emulsifier used in ice cream, sauces and vitamin preparations."
"Polysorbate 60","additive","","","E435","EMULSIFIER","1","tween 60|ins 435|ins435|e435","An emulsifier used in bakery products and non-dairy creamers."
"Ammonium phosphatides","additive","","","E442","EMULSIFIER","1","ins 442|ins442|e442","An emulsifier used specifically in chocolate as a lecithin alternative."
"Alginic acid","additive","","","E400","THICKENER","1","algin|ins 400|ins400|e400","A thickener extracted from brown seaweed."
"Sodium alginate","additive","","","E401","THICKENER","1","alginate|ins 401|ins401|e401","A seaweed-derived thickener and gelling agent, used in restructured foods and 'spherification'."
"Agar","additive","","","E406","STABILISER","1","agar-agar|kanten|china grass|ins 406|ins406|e406","A firm vegetarian gelling agent from red seaweed, a gelatin alternative."
"Locust bean gum","additive","","","E410","THICKENER","1","carob gum|carob bean gum|ins 410|ins410|e410","A thickener from carob tree seeds, common in ice cream and cream cheese."
"Tragacanth","additive","","","E413","THICKENER","1","gum tragacanth|ins 413|ins413|e413","A plant gum used in icings and salad dressings."
"Gum arabic","additive","","","E414","STABILISER","1","acacia gum|gum acacia|ins 414|ins414|e414","A sap gum from acacia trees, used to stabilise soft-drink emulsions and glaze confectionery."
"Tara gum","additive","","","E417","THICKENER","1","ins 417|ins417|e417","A thickener from the seeds of the tara shrub."
"Gellan gum","additive","","","E418","STABILISER","1","ins 418|ins418|e418","A microbial gum used to suspend particles in drinks and set fluid gels."
"Pectin","additive","","","E440","THICKENER","1","fruit pectin|amidated pectin|ins 440|ins440|e440","A gelling fibre from citrus peel and apple pomace, the setting agent in jam."
"Carboxymethyl cellulose","additive","","","E466","THICKENER","1","cmc|cellulose gum|sodium carboxymethyl cellulose|ins 466|ins466|e466","A cellulose-based thickener used in ice cream, sauces and gluten-free bread."
"Microcrystalline cellulose","additive","","","E460","STABILISER","1","mcc|cellulose gel|ins 460|ins460|e460","Purified wood-pulp cellulose used as a bulking agent, anti-caking aid and fat replacer."
"Methyl cellulose","additive","","","E461","THICKENER","1","ins 461|ins461|e461","A plant-fibre thickener that gels when hot; used to bind meat-free burgers."
"Processed eucheuma seaweed","additive","","","E407a","THICKENER","1","pes|ins 407a|ins407a|e407a|407a|ins 407 a|407 a|e407(a)","A less-refined carrageenan-type seaweed thickener."
"Konjac","additive","","","E425","THICKENER","1","konjac gum|glucomannan|konnyaku|ins 425|ins425|e425","A very strong thickener/gelling fibre from konjac root."
"Dextrin","additive","WHEAT","possible","E1400","THICKENER","1","white dextrin|yellow dextrin|roasted starch|ins 1400|ins1400|e1400","A lightly broken-down starch used as a coating and binder; can be made from wheat."
"Modified starch","additive","WHEAT","possible","E1422","THICKENER","1","acetylated distarch adipate|modified food starch|distarch phosphate|ins 1422|ins1422|e1422|hydroxypropyl distarch phosphate|e1442|ins 1442|e1450|ins 1450|e1414|ins 1414|starch sodium octenyl succinate|acetylated distarch phosphate","Starch treated to improve stability in cooking and freezing; the source grain (often maize, sometimes wheat) may be declared."
"Oxidised starch","additive","","","E1404","THICKENER","1","ins 1404|ins1404|e1404","Starch treated with an oxidiser to give a clear, low-viscosity paste for batters and coatings."
"Malic acid","additive","","","E296","ACIDITY_REGULATOR","1","ins 296|ins296|e296","A sharp fruit acid, naturally abundant in apples; used in sweets and drinks."
"Fumaric acid","additive","","","E297","ACIDITY_REGULATOR","1","ins 297|ins297|e297","A tart acid used in tortillas, fruit drinks and baking powders."
"Tartaric acid","additive","SULPHITE","possible","E334","ACIDITY_REGULATOR","1","ins 334|ins334|e334","A grape-derived acid used in sweets and as the acid in cream of tartar; wine-industry sources may carry sulphite traces."
"Sodium citrate","additive","","","E331","ACIDITY_REGULATOR","1","trisodium citrate|ins 331|ins331|e331","A buffering salt of citric acid; the classic 'melting salt' for smooth processed cheese sauce."
"Phosphoric acid","additive","","","E338","ACIDITY_REGULATOR","2","orthophosphoric acid|ins 338|ins338|e338","The acid that gives cola drinks their tang; high intakes are linked to lower bone mineral density."
